Knowledge Base,Question,Option 1,Option 2,Actual Answer,Bit Representation,Opt1GenderFeature,Opt2GenderFeature 
bee landed on flower because it had pollen. ,what does it refer to? ,it refers to bee ,it refers to flower ,flower ,1 ,bee ,flower ,1 ,1  
males always outnumber females at comic con since they generally take less interest in things that are considered nerdy. ,what generally take less interest in things that are considered nerdy? ,males generally take less interest in things that are considered nerdy ,females generally take less interest in things that are considered nerdy ,females ,1 ,males ,females ,1 ,1 
snooki got angry at kendra since she would not emotionally support her in her time of need. ,what does she refer to? ,she refers to snooki ,she refers to kendra ,kendra ,1 ,snooki ,kendra ,1 ,1 
snooki got angry at kendra since she would not emotionally support her in her time of need. ,what would not emotionally support her in her time of need? ,snooki would not emotionally support her in her time of need ,kendra would not emotionally support her in her time of need ,kendra ,1 ,snooki ,kendra ,1 ,1 
snooki got angry at kendra since she is upset that her friend would not comfort her. ,what does she refer to? ,she refers to snooki ,she refers to kendra ,snooki ,0 ,snooki ,kendra ,1 ,1 
snooki got angry at kendra since she is upset that her friend would not comfort her. ,what is upset that her friend would not comfort her? ,snooki is upset that her friend would not comfort her ,kendra is upset that her friend would not comfort her ,snooki ,0 ,snooki ,kendra ,1 ,1 
airline unions constantly go on strike against airlines because they want better salaries. ,what does they refer to? ,they refers to airline unions ,they refers to airlines ,airline unions ,0 ,airline unions ,airlines ,1 ,1 
airline unions constantly go on strike against airlines because they want better salaries. ,what want better salaries? ,airline unions want better salaries ,airlines want better salaries ,airline unions ,0 ,airline unions ,airlines ,1 ,1 
airline unions constantly go on strike against airlines because they do not care for employees. ,what does they refer to? ,they refers to airline unions ,they refers to airlines ,airlines ,1 ,airline unions ,airlines ,1 ,1 
airline unions constantly go on strike against airlines because they do not care for employees. ,what do not care for employees? ,airline unions do not care for employees ,airlines do not care for employees ,airlines ,1 ,airline unions ,airlines ,1 ,1 
"sprint is now selling iphone just like verizon, because they want to also attract customers who are fans of iphone. ",what does they refer to? ,they refers to sprint ,they refers to verizon ,sprint ,0 ,sprint ,verizon ,1 ,1 
"sprint is now selling iphone just like verizon, because they want to also attract customers who are fans of iphone. ",what want to also attract customers who are fans of iphone? ,sprint want to also attract customers who are fans of iphone ,verizon want to also attract customers who are fans of iphone ,sprint ,0 ,sprint ,verizon ,1 ,1 
"sprint is now selling iphone just like verizon, because they were crushing them in new customers due to this particular phone. ",what does they refer to? ,they refers to sprint ,they refers to verizon ,verizon ,1 ,sprint ,verizon ,1 ,1 
"sprint is now selling iphone just like verizon, because they were crushing them in new customers due to this particular phone. ",what were crushing them in new customers due to this particular phone? ,sprint were crushing them in new customers due to this particular phone ,verizon were crushing them in new customers due to this particular phone ,verizon ,1 ,sprint ,verizon ,1 ,1 
"pirates are always compared to ninjas, but they prefer to fight at sea. ",what does they refer to? ,they refers to pirates ,they refers to ninjas ,pirates ,0 ,pirates ,ninjas ,1 ,1 
"pirates are always compared to ninjas, but they prefer to fight at sea. ",what prefer to fight at sea? ,pirates prefer to fight at sea ,ninjas prefer to fight at sea ,pirates ,0 ,pirates ,ninjas ,1 ,1 
"pirates are always compared to ninjas, but they are more specific to japanese culture. ",what does they refer to? ,they refers to pirates ,they refers to ninjas ,ninjas ,1 ,pirates ,ninjas ,1 ,1 
"pirates are always compared to ninjas, but they are more specific to japanese culture. ",what are more specific to japanese culture? ,pirates are more specific to japanese culture ,ninjas are more specific to japanese culture ,ninjas ,1 ,pirates ,ninjas ,1 ,1 
intel sued intelspec since they are trying to protect their trademark name. ,what does they refer to? ,they refers to intel ,they refers to intelspec ,intel ,0 ,intel ,intelspec ,1 ,1 
intel sued intelspec since they are trying to protect their trademark name. ,what are trying to protect their trademark name? ,intel are trying to protect their trademark name ,intelspec are trying to protect their trademark name ,intel ,0 ,intel ,intelspec ,1 ,1 
intel sued intelspec since they happen to have a trademarked brand in their company name. ,what does they refer to? ,they refers to intel ,they refers to intelspec ,intelspec ,1 ,intel ,intelspec ,1 ,1 
intel sued intelspec since they happen to have a trademarked brand in their company name. ,what happen to have a trademarked brand in their company name? ,intel happen to have a trademarked brand in their company name ,intelspec happen to have a trademarked brand in their company name ,intelspec ,1 ,intel ,intelspec ,1 ,1 
bartenders threw ice at jersey shore cast because they did not not like them in their club. ,what does they refer to? ,they refers to bartenders ,they refers to jersey shore cast ,bartenders ,0 ,bartenders ,jersey shore cast ,1 ,1 
bartenders threw ice at jersey shore cast because they did not not like them in their club. ,what did not not like them in their club? ,bartenders did not not like them in their club ,jersey shore cast did not not like them in their club ,bartenders ,0 ,bartenders ,jersey shore cast ,1 ,1 
bartenders threw ice at jersey shore cast because they were not wanted in club. ,what does they refer to? ,they refers to bartenders ,they refers to jersey shore cast ,jersey shore cast ,1 ,bartenders ,jersey shore cast ,1 ,1 
bartenders threw ice at jersey shore cast because they were not wanted in club. ,what were not wanted in club? ,bartenders were not wanted in club ,jersey shore cast were not wanted in club ,jersey shore cast ,1 ,bartenders ,jersey shore cast ,1 ,1 
"government wanted to issue weapons to us border patrol, so they asked congress to approve budget on weapons. ",what does they refer to? ,they refers to government ,they refers to us border patrol ,government ,0 ,government ,us border patrol ,1 ,1 
"government wanted to issue weapons to us border patrol, so they asked congress to approve budget on weapons. ",what asked congress to approve budget on weapons? ,government asked congress to approve budget on weapons ,us border patrol asked congress to approve budget on weapons ,government ,0 ,government ,us border patrol ,1 ,1 
"government wanted to issue weapons to us border patrol, since they need them to patrol effectively. ",what does they refer to? ,they refers to government ,they refers to us border patrol ,us border patrol ,1 ,government ,us border patrol ,1 ,1 
"government wanted to issue weapons to us border patrol, since they need them to patrol effectively. ",what need them to patrol effectively? ,government need them to patrol effectively ,us border patrol need them to patrol effectively ,us border patrol ,1 ,government ,us border patrol ,1 ,1 
"doctor jenner continued his work on a vaccine for john, but he is not have much success. ",what does he refer to? ,he refers to doctor jenner ,he refers to john ,doctor jenner ,0 ,doctor jenner ,john ,1 ,0 
"doctor jenner continued his work on a vaccine for john, but he is not have much success. ",what is not have much success? ,doctor jenner is not have much success ,john is not have much success ,doctor jenner ,0 ,doctor jenner ,john ,1 ,0 
